article_id,prod_name,product_type_name,product_group_name,graphical_appearance_name,colour_group_name,perceived_colour_value_name,perceived_colour_master_name,department_name,index_name,index_group_name,section_name,garment_group_name,detail_desc
174057027,FLEECE PYJAMA,Pyjama jumpsuit/playsuit,Nightwear,All over pattern,Dark Blue,Dark,Blue,Baby Nightwear,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
174057028,FLEECE PYJAMA,Pyjama jumpsuit/playsuit,Nightwear,All over pattern,Light Pink,Dusty Light,Pink,Baby Nightwear,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
174057029,FLEECE PYJAMA,Pyjama jumpsuit/playsuit,Nightwear,Dot,White,Light,White,Baby Nightwear,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
174057030,FLEECE PYJAMA,Pyjama jumpsuit/playsuit,Nightwear,Stripe,Light Turquoise,Dusty Light,Turquoise,Baby Nightwear,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
174057032,FLEECE PYJAMA,Pyjama jumpsuit/playsuit,Nightwear,All over pattern,Dark Blue,Dark,Blue,Baby Nightwear,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
174057033,FLEECE PYJAMA,Pyjama jumpsuit/playsuit,Nightwear,All over pattern,Light Pink,Dusty Light,Pink,Baby Nightwear,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
174057035,FLEECE PYJAMA,Pyjama jumpsuit/playsuit,Nightwear,All over pattern,Light Turquoise,Dusty Light,Turquoise,Baby Nightwear,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
174057036,FLEECE PYJAMA,Pyjama jumpsuit/playsuit,Nightwear,Stripe,Yellow,Medium,Yellow,Baby Nightwear,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
174057037,FLEECE PYJAMA,Pyjama jumpsuit/playsuit,Nightwear,Stripe,Dark Blue,Dark,Blue,Baby Nightwear,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
174057038,FLEECE PYJAMA,Pyjama jumpsuit/playsuit,Nightwear,Stripe,Light Pink,Dusty Light,Pink,Baby Nightwear,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
174057039,FLEECE PYJAMA,Pyjama jumpsuit/playsuit,Nightwear,Dot,Dark Blue,Dark,Blue,Baby Nightwear,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
174057040,FLEECE PYJAMA,Pyjama jumpsuit/playsuit,Nightwear,Dot,Light Pink,Dusty Light,Pink,Baby Nightwear,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
176209023,Mr Harrington w/hood,Hoodie,Garment Upper body,Solid,Black,Dark,Black,Jacket Street,Menswear,Menswear,Mens Outerwear,Outdoor,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
176209025,Mr Harrington w/hood,Hoodie,Garment Upper body,Solid,Greenish Khaki,Dark,Khaki green,Jacket Street,Menswear,Menswear,Mens Outerwear,Outdoor,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
176209033,Mr Harrington w/hood,Hoodie,Garment Upper body,Solid,Yellowish Brown,Medium Dusty,Brown,Jacket Street,Menswear,Menswear,Mens Outerwear,Outdoor,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
176209035,Mr Harrington w/hood,Hoodie,Garment Upper body,Melange,Grey,Medium Dusty,Grey,Jacket Street,Menswear,Menswear,Mens Outerwear,Outdoor,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
176209039,Mr Harrington w/hood,Hoodie,Garment Upper body,Solid,Greenish Khaki,Dark,Khaki green,Jacket Street,Menswear,Menswear,Mens Outerwear,Outdoor,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
176209040,Mr Harrington w/hood,Hoodie,Garment Upper body,Solid,Dark Blue,Dark,Blue,Jacket Street,Menswear,Menswear,Mens Outerwear,Outdoor,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
176209044,Mr Harrington w/hood,Hoodie,Garment Upper body,Solid,Dark Yellow,Medium Dusty,Brown,Jacket Street,Menswear,Menswear,Mens Outerwear,Outdoor,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
176209046,Mr Harrington w/hood,Hoodie,Garment Upper body,Solid,Dark Grey,Dark,Grey,Jacket Street,Menswear,Menswear,Mens Outerwear,Outdoor,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
176550016,Sleep bag padded,Sleep Bag,Underwear/nightwear,All over pattern,Dark Blue,Dark,Blue,Baby Nightwear,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear","Lightly padded sleep bag in soft, patterned jersey with a jersey lining. The sleep bag is designed for indoor use only."
176550017,Sleep bag padded,Sleep Bag,Underwear/nightwear,All over pattern,Light Pink,Dusty Light,Pink,Baby Nightwear,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear","Lightly padded sleep bag in soft, patterned jersey with a jersey lining. The sleep bag is designed for indoor use only."
176550018,Sleep bag padded,Sleep Bag,Underwear/nightwear,All over pattern,Off White,Dusty Light,White,Baby Nightwear,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear","Lightly padded sleep bag in soft, patterned jersey with a jersey lining. The sleep bag is designed for indoor use only."
176550020,Sleep bag padded,Sleep Bag,Underwear/nightwear,All over pattern,Dark Blue,Dark,Blue,Baby Nightwear,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear","Lightly padded sleep bag in soft, patterned jersey with a jersey lining. The sleep bag is designed for indoor use only."
176550021,Sleep bag padded,Sleep Bag,Underwear/nightwear,All over pattern,White,Light,White,Baby Nightwear,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear","Lightly padded sleep bag in soft, patterned jersey with a jersey lining. The sleep bag is designed for indoor use only."
179123001,Long Leggings,Leggings/Tights,Garment Lower body,Solid,Black,Dark,Black,Jersey Basic,Ladieswear,Ladieswear,Womens Everyday Basics,Jersey Basic,Jersey leggings with an elasticated waist.
179123040,Long Leggings (1),Leggings/Tights,Garment Lower body,Melange,Dark Grey,Dark,Grey,Jersey Basic,Ladieswear,Ladieswear,Womens Everyday Basics,Jersey Basic,Jersey leggings with an elasticated waist.
179208001,Control Top 100 den 1p Tights,Leggings/Tights,Garment Lower body,Solid,Black,Dark,Black,Tights basic,Lingeries/Tights,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Matt opaque tights with a control top to hold in the tummy and bum. 100 denier.
179208008,Control Top 100 den 1p Tights,Leggings/Tights,Garment Lower body,Melange,Black,Dark,Black,Tights basic,Lingeries/Tights,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Matt opaque tights with a control top to hold in the tummy and bum. 100 denier.
179393001,Basic 2p Overknee,Socks,Socks & Tights,Solid,Black,Dark,Black,Socks,Lingeries/Tights,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Fine-knit over-the-knee socks.
179393018,Basic 2p Overknee,Socks,Socks & Tights,Melange,Dark Grey,Medium Dusty,Grey,Socks,Lingeries/Tights,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Fine-knit over-the-knee socks.
179950001,Austin basic leather hip belt,Belt,Accessories,Solid,Black,Dark,Black,Belts,Ladies Accessories,Ladieswear,Womens Big accessories,Accessories,Leather belt with a metal buckle. Width 2.5 cm.
179950002,Austin basic leather hip belt,Belt,Accessories,Solid,Yellowish Brown,Medium Dusty,Brown,Belts,Ladies Accessories,Ladieswear,Womens Big accessories,Accessories,Leather belt with a metal buckle. Width 2.5 cm.
179950017,Austin basic leather hip belt,Belt,Accessories,Solid,Black,Dark,Black,Belts,Ladies Accessories,Ladieswear,Womens Big accessories,Accessories,Leather belt with a metal buckle. Width 2.5 cm.
181160009,Eva chelsea boot,Boots,Shoes,Solid,Yellowish Brown,Medium Dusty,Brown,Divided Shoes,Divided,Divided,Divided Accessories,Shoes,Chelsea boots with elasticated gores in the sides and rubber soles.
181448022,Jenny 5-pack,Socks,Socks & Tights,Solid,Black,Dark,Black,UW,Divided,Divided,Divided Basics,"Under-, Nightwear",Fine-knit socks.
181448102,Jenny 5-pack,Socks,Socks & Tights,Melange,Light Pink,Dusty Light,Pink,UW,Divided,Divided,Divided Basics,"Under-, Nightwear",Fine-knit socks.
181448103,Jenny 5-pack,Socks,Socks & Tights,Stripe,Other Pink,Bright,Pink,UW,Divided,Divided,Divided Basics,"Under-, Nightwear",Fine-knit socks.
181448104,Jenny 5-pack,Socks,Socks & Tights,Melange,Dark Purple,Bright,Lilac Purple,UW,Divided,Divided,Divided Basics,"Under-, Nightwear",Fine-knit socks.
181448105,Jenny 5-pack,Socks,Socks & Tights,Dot,Black,Dark,Black,UW,Divided,Divided,Divided Basics,"Under-, Nightwear",Fine-knit socks.
181448106,Jenny 5-pack,Socks,Socks & Tights,Stripe,Red,Medium,Red,UW,Divided,Divided,Divided Basics,"Under-, Nightwear",Fine-knit socks.
181448109,Jenny 5-pack,Socks,Socks & Tights,Dot,Yellow,Medium,Yellow,UW,Divided,Divided,Divided Basics,"Under-, Nightwear",Fine-knit socks.
182909001,Fleece 1 p tights,Leggings/Tights,Garment Lower body,Solid,Black,Dark,Black,Tights basic,Lingeries/Tights,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Opaque tights with an elasticated waist and soft fleece inside.
183815013,Bobby elastic waist belt,Belt,Accessories,Other structure,Black,Dark,Black,Belts,Ladies Accessories,Ladieswear,Womens Big accessories,Accessories,"Wide, elastic waist belt with imitation leather details and a metal fastener. Width 6.5 cm."
184121021,FIFTY SHADES moulded halternec,Bikini top,Swimwear,All over pattern,White,Light,White,Swimwear,Lingeries/Tights,Ladieswear,"Womens Swimwear, beachwear",Swimwear,"Bikini top with underwired, moulded, lightly padded cups, a metal fastener at the back, ties at the back of the neck and a bow at the front."
184123020,FIFTY SHADES  tie brief,Swimwear bottom,Swimwear,All over pattern,White,Light,White,Swimwear,Lingeries/Tights,Ladieswear,"Womens Swimwear, beachwear",Swimwear,Fully lined bikini bottoms with a mid waist and wide ties at the sides.
184583014,Robin 3pk solid,Underwear bottom,Underwear,Melange,Light Grey,Dusty Light,Grey,Underwear Jersey,Menswear,Menswear,Men Underwear,"Under-, Nightwear","Trunks in stretch organic cotton jersey with flatlock seams, short legs, an elasticated waist and lined front."
186262001,4p Claw,Hair clip,Accessories,Solid,Black,Dark,Black,Hair Accessories,Ladies Accessories,Ladieswear,Womens Small accessories,Accessories,Plastic hair claws. Width 2.5 cm.
186262006,4p Claw,Hair clip,Accessories,Solid,Greyish Beige,Dark,Mole,Hair Accessories,Ladies Accessories,Ladieswear,Womens Small accessories,Accessories,Plastic hair claws. Width 2.5 cm.
186262007,4p Claw,Hair clip,Accessories,Solid,Light Orange,Light,Orange,Hair Accessories,Ladies Accessories,Ladieswear,Womens Small accessories,Accessories,Plastic hair claws. Width 2.5 cm.
186262013,4p Claw,Hair clip,Accessories,Transparent,Transparent,Light,White,Hair Accessories,Ladies Accessories,Ladieswear,Womens Small accessories,Accessories,Plastic hair claws. Width 2.5 cm.
186264014,10p Terry w.o. Clip,Hair string,Accessories,Solid,Black,Dark,Black,EQ & Special Collections,Ladies Accessories,Ladieswear,Womens Small accessories,Accessories,Hair elastics without metal clips.
186264015,10p Terry w.o. Clip,Hair string,Accessories,Solid,Greyish Beige,Dark,Mole,Hair Accessories,Ladies Accessories,Ladieswear,Womens Small accessories,Accessories,Hair elastics without metal clips.
186264016,10p Terry w.o. Clip,Hair string,Accessories,Solid,Beige,Medium Dusty,Beige,Hair Accessories,Ladies Accessories,Ladieswear,Womens Small accessories,Accessories,Hair elastics without metal clips.
186266004,10p Basic Terry,Hair string,Accessories,Solid,Black,Dark,Black,Hair Accessories,Ladies Accessories,Ladieswear,Womens Small accessories,Accessories,Hair elastics with metal clips.
186267001,12p Claw,Hair clip,Accessories,Solid,Black,Dark,Black,Hair Accessories,Ladies Accessories,Ladieswear,Womens Small accessories,Accessories,Mini plastic hair claws.
186372011,Harem trousers,Trousers,Garment Lower body,Solid,Black,Dark,Black,Jersey Basic,Ladieswear,Ladieswear,Womens Everyday Basics,Jersey Basic,Harem trousers in jersey with elastication at the waist and hems.
186372042,Harem trousers,Trousers,Garment Lower body,All over pattern,Dark Blue,Dark,Blue,Jersey Basic,Ladieswear,Ladieswear,Womens Everyday Basics,Jersey Basic,Harem trousers in jersey with elastication at the waist and hems.
186372045,Harem trousers,Trousers,Garment Lower body,All over pattern,Dark Blue,Dark,Blue,Jersey Basic,Ladieswear,Ladieswear,Womens Everyday Basics,Jersey Basic,Harem trousers in jersey with elastication at the waist and hems.
186595001,Lena over knee.,Socks,Socks & Tights,Solid,Black,Dark,Black,UW,Divided,Divided,Divided Basics,"Under-, Nightwear",Fine-knit over-the-knee socks.
187949016,Padded pyjama,Pyjama jumpsuit/playsuit,Nightwear,All over pattern,White,Light,White,Baby Nightwear,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear","Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
187949019,Padded pyjama,Pyjama jumpsuit/playsuit,Nightwear,All over pattern,Dark Blue,Dark,Blue,Baby Nightwear,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear","Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
187949020,Padded pyjama,Pyjama jumpsuit/playsuit,Nightwear,All over pattern,Light Pink,Dusty Light,Pink,Baby Nightwear,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear","Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
187949025,Padded pyjama,Pyjama jumpsuit/playsuit,Nightwear,All over pattern,Light Turquoise,Dusty Light,Turquoise,Baby Nightwear,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear","Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
187949026,Padded pyjama,Pyjama jumpsuit/playsuit,Nightwear,All over pattern,Light Pink,Dusty Light,Pink,Baby Nightwear,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear","Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
187949028,Padded pyjama,Pyjama jumpsuit/playsuit,Nightwear,All over pattern,Dark Blue,Dark,Blue,Baby Nightwear,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear","Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
187949029,Padded pyjama,Pyjama jumpsuit/playsuit,Nightwear,All over pattern,White,Light,White,Baby Nightwear,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear","Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
187949030,Padded pyjama,Pyjama jumpsuit/playsuit,Nightwear,All over pattern,Dark Blue,Dark,Blue,Baby Nightwear,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear","Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
187949031,Padded pyjama,Pyjama jumpsuit/playsuit,Nightwear,All over pattern,Light Pink,Dusty Light,Pink,Baby Nightwear,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear","Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
187949032,Padded pyjama,Pyjama jumpsuit/playsuit,Nightwear,All over pattern,Light Turquoise,Dusty Light,Turquoise,Baby Nightwear,Baby Sizes 50-98,Baby/Children,Baby Essentials & Complements,"Under-, Nightwear","Lightly padded all-in-one pyjamas in soft cotton jersey with press-studs down the front that continue down one leg, and ribbing at the cuffs and hems. Polyester padding."
188183001,Spanx alot shape Swimsuit,Swimsuit,Swimwear,Solid,Black,Dark,Black,Swimwear,Lingeries/Tights,Ladieswear,"Womens Swimwear, beachwear",Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
188183008,SPANX ALOT swimsuit (1),Swimsuit,Swimwear,Solid,Dark Grey,Dark,Grey,Swimwear,Lingeries/Tights,Ladieswear,"Womens Swimwear, beachwear",Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
188183009,SPANX ALOT swimsuit (1),Swimsuit,Swimwear,Stripe,White,Light,White,Swimwear,Lingeries/Tights,Ladieswear,"Womens Swimwear, beachwear",Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
188183010,SPANX ALOT swimsuit (1),Swimsuit,Swimwear,Solid,Dark Red,Dark,Red,Swimwear,Lingeries/Tights,Ladieswear,"Womens Swimwear, beachwear",Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
188183012,SPANX ALOT swimsuit (1),Swimsuit,Swimwear,Solid,Light Orange,Dusty Light,Orange,Swimwear,Lingeries/Tights,Ladieswear,"Womens Swimwear, beachwear",Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
188183014,SPANX ALOT swimsuit (1),Swimsuit,Swimwear,All over pattern,Dark Grey,Dark,Grey,Swimwear,Lingeries/Tights,Ladieswear,"Womens Swimwear, beachwear",Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
188183015,Spanx alot Swimsuit,Swimsuit,Swimwear,Solid,Dark Green,Dark,Green,Swimwear,Lingeries/Tights,Ladieswear,"Womens Swimwear, beachwear",Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
188183016,Spanx alot Swimsuit,Swimsuit,Swimwear,Stripe,Black,Dark,Black,Swimwear,Lingeries/Tights,Ladieswear,"Womens Swimwear, beachwear",Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
188183018,Spanx alot Swimsuit,Swimsuit,Swimwear,All over pattern,Black,Dark,Black,Swimwear,Lingeries/Tights,Ladieswear,"Womens Swimwear, beachwear",Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
188183020,Spanx alot Swimsuit,Swimsuit,Swimwear,All over pattern,Dark Blue,Dark,Blue,Swimwear,Lingeries/Tights,Ladieswear,"Womens Swimwear, beachwear",Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
188183021,Spanx alot Swimsuit,Swimsuit,Swimwear,Solid,Red,Bright,Red,Swimwear,Lingeries/Tights,Ladieswear,"Womens Swimwear, beachwear",Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
188183022,Spanx alot Swimsuit,Swimsuit,Swimwear,All over pattern,Light Beige,Dusty Light,Beige,Swimwear,Lingeries/Tights,Ladieswear,"Womens Swimwear, beachwear",Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
188183023,Spanx alot Swimsuit,Swimsuit,Swimwear,All over pattern,Light Blue,Light,Blue,Swimwear,Lingeries/Tights,Ladieswear,"Womens Swimwear, beachwear",Swimwear,"Fully lined shaping swimsuit that has a sculpting effect on the tummy, back and bum. Wrapover top, lightly padded cups, support panels, decorative gathers in the sides, and adjustable shoulder straps."
